cve_ent,cve_mun,cvegeo,nom_ent,area,perimeter,nom_mun,cov_,cov_id,region,id_region,clase_1,clase_2,clase_3,clase_4,clase_5,clase_6,clase_7,clase_8,clase_9,clase_10,clase_11,clase_12,clase_13,clase_14,clase_15,clase_16
"31","050","31050",Yucatán,88438.28000,875.57653,Mérida,"2348","2349",Noroeste,"2",1559.12,6144.92,16.07,0,521.98,406.35,28665.05,0,0,30072.19,21052.62,0,0,0,0,0
"31","051","31051",Yucatán,4725.65000,46.78734,Mocochá,"2349","2350",Noroeste,"2",0,1465.6,0,0,932.01,0,33.24,0,0,2294.81,0,0,0,0,0,0
"31","052","31052",Yucatán,32078.84000,317.66895,Motul,"2350","2351",Litoral centro,"4",252.58,10653.91,0,260.63,3850.4,0,1523.39,0,0,10081.16,5406.13,0,0,50.64,0,0
"31","053","31053",Yucatán,39782.31000,394.15350,Muna,"2351","2352",Sur,"7",4060.03,1045.4,0,0,0,0,311.45,0,0,2173.12,32192.32,0,0,0,0,0
"31","054","31054",Yucatán,7168.47000,70.99324,Muxupip,"2352","2353",Litoral centro,"4",0,1664.15,0,0,0,0,77.89,0,0,5426.43,0,0,0,0,0,0
"31","055","31055",Yucatán,25974.52000,257.26178,Opichén,"2353","2354",Poniente,"1",1658.77,2350.52,12.39,0,35.61,0,433.44,0,0,2257.73,19226.06,0,0,0,0,0
"31","056","31056",Yucatán,86372.29000,856.52084,Oxkutzcab,"2354","2355",Sur,"7",12905.92,3827.73,0,0,349.06,0,514.89,0,0,5991.41,62783.27,0,0,0,0,0
"31","057","31057",Yucatán,66504.74000,658.99951,Panabá,"2355","2356",Noreste,"5",0,0,38.8,0,66350.54,0,105.03,0,0,3.5,6.86,0,0,0,0,0
"31","058","31058",Yucatán,105515.28000,1047.35993,Peto,"2356","2357",Oriente,"6",170.46,4680.2,43.86,0,6253.87,0,662.38,0,0,1486.28,92218.24,0,0,0,0,0
"31","059","31059",Yucatán,66452.69000,657.35070,Progreso,"2357","2358",Noroeste,"2",0,45.82,3702.22,9329.55,1638.21,1851.87,3297.13,237.64,0,20667.64,0,0,0,232.08,231.02,0
